EmployeeNumber,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
2122,53,No,Sales,10,4,Technical Degree,1,1,Male,33,2,2,Healthcare Representative,1,Single,19742,17715,5,Y,No,13,3,3,8,3,12,0,1,7,13,1,4
2123,62,No,Research & Development,28,3,Human Resources,1,3,Male,93,2,3,Laboratory Technician,4,Divorced,15341,23906,2,Y,No,21,4,3,8,3,31,0,4,12,0,3,8
2124,41,No,Research & Development,10,2,Human Resources,1,4,Female,45,3,1,Manufacturing Director,2,Married,5441,25478,2,Y,No,12,3,2,8,2,36,6,2,19,6,5,5
2125,32,No,Research & Development,8,2,Life Sciences,1,4,Female,39,3,3,Research Scientist,1,Single,8274,16100,4,Y,Yes,25,3,1,8,0,11,0,1,5,1,10,15
2126,46,Yes,Research & Development,1,2,Medical,1,4,Male,95,1,3,Manufacturing Director,2,Divorced,7112,10909,2,Y,Yes,25,4,1,8,0,7,4,3,7,14,4,15
2127,25,No,Research & Development,13,1,Human Resources,1,1,Male,64,1,2,Human Resources,1,Married,12021,8080,5,Y,No,15,3,2,8,0,23,3,4,29,17,0,10
2128,22,No,Sales,24,1,Human Resources,1,4,Female,35,3,4,Sales Representative,3,Single,16909,9601,1,Y,No,12,4,1,8,1,15,1,3,39,3,8,14
2129,46,No,Research & Development,9,1,Technical Degree,1,1,Female,48,1,3,Laboratory Technician,4,Single,3040,24408,7,Y,Yes,23,3,2,8,1,31,3,3,14,17,8,2
2130,64,No,Sales,22,4,Life Sciences,1,1,Female,88,2,2,Sales Executive,1,Married,18642,14941,8,Y,No,24,3,3,8,3,33,1,3,9,4,2,15
2131,21,Yes,Research & Development,16,2,Other,1,4,Female,82,2,3,Sales Executive,4,Divorced,9528,13163,6,Y,No,15,3,1,8,0,34,0,2,32,15,15,4
2132,29,No,Human Resources,15,2,Life Sciences,1,2,Female,37,3,3,Manager,4,Divorced,9997,16173,2,Y,No,15,3,1,8,1,31,4,4,8,12,3,8
2133,62,No,Research & Development,5,4,Other,1,2,Male,39,2,3,Laboratory Technician,2,Single,6308,15320,3,Y,Yes,14,4,3,8,3,16,2,1,32,8,3,4
2134,19,No,Human Resources,22,1,Medical,1,4,Female,96,3,3,Manufacturing Director,2,Married,13961,13706,1,Y,No,21,4,3,8,2,1,2,2,8,4,9,3
2135,44,No,Research & Development,16,4,Medical,1,2,Female,67,2,4,Sales Executive,1,Divorced,4103,12393,8,Y,Yes,17,4,1,8,2,25,5,1,13,7,7,12
2136,48,No,Research & Development,13,1,Human Resources,1,3,Female,58,3,4,Sales Representative,4,Married,3986,4873,4,Y,No,20,4,1,8,0,16,0,2,31,17,5,16
2137,53,No,Research & Development,22,2,Medical,1,3,Female,44,2,3,Sales Executive,4,Married,18355,12175,1,Y,No,16,4,1,8,2,37,0,4,36,2,14,11
2138,53,No,Human Resources,25,3,Human Resources,1,1,Female,52,2,3,Healthcare Representative,3,Single,6734,13466,5,Y,Yes,12,3,2,8,2,1,3,4,5,5,1,6
2139,43,No,Human Resources,20,1,Life Sciences,1,2,Male,75,1,2,Manager,4,Married,2277,3731,6,Y,Yes,25,3,1,8,2,7,4,1,4,10,3,0
2140,60,No,Research & Development,18,2,Medical,1,3,Female,57,1,2,Research Scientist,2,Married,17170,15930,1,Y,No,14,4,1,8,3,5,4,1,3,13,0,15
2141,44,No,Sales,11,2,Life Sciences,1,4,Male,55,1,1,Reseach Director,4,Married,17765,11065,0,Y,No,23,3,3,8,2,8,3,3,15,18,2,6
2142,22,No,Research & Development,27,3,Life Sciences,1,2,Female,39,1,4,Reseach Director,2,Divorced,8626,16074,6,Y,No,24,4,3,8,2,0,4,2,9,6,3,1
2143,37,No,Human Resources,9,2,Medical,1,3,Male,76,1,3,Sales Executive,3,Single,16041,14976,0,Y,Yes,21,3,2,8,3,4,6,3,30,9,15,11
2144,28,No,Research & Development,16,2,Life Sciences,1,3,Male,33,1,4,Manufacturing Director,1,Single,13943,12340,2,Y,No,17,4,3,8,1,38,6,3,30,14,7,10
2145,27,No,Human Resources,2,1,Medical,1,4,Female,84,3,2,Manufacturing Director,2,Married,12894,12607,3,Y,Yes,19,3,1,8,3,8,4,4,13,5,2,7
2146,57,No,Human Resources,26,1,Medical,1,1,Female,95,3,4,Healthcare Representative,1,Married,10805,4366,1,Y,No,19,3,1,8,1,13,6,1,12,5,4,0
2147,55,No,Human Resources,25,3,Medical,1,4,Female,96,1,4,Sales Executive,1,Divorced,7288,12922,6,Y,No,22,4,2,8,3,26,2,4,3,15,0,2
2148,23,No,Research & Development,2,3,Other,1,1,Female,36,3,3,Sales Executive,1,Single,1104,4572,4,Y,No,13,3,3,8,0,8,4,1,25,8,12,7
2149,25,Yes,Human Resources,12,2,Life Sciences,1,3,Female,84,1,3,Reseach Director,1,Divorced,16487,8891,0,Y,No,11,4,3,8,2,35,6,1,23,18,3,7
2150,40,No,Human Resources,8,1,Technical Degree,1,1,Male,60,3,2,Human Resources,2,Single,8030,10639,7,Y,No,19,3,3,8,1,28,0,4,8,17,1,10
2151,64,Yes,Research & Development,9,3,Medical,1,3,Female,48,2,3,Sales Executive,3,Divorced,16194,16420,6,Y,No,18,4,2,8,3,19,2,4,34,4,3,4
2152,43,No,Human Resources,12,3,Life Sciences,1,3,Female,57,3,2,Research Scientist,4,Married,6877,14771,3,Y,No,17,3,3,8,1,14,0,2,14,15,4,7
2153,63,No,Research & Development,26,4,Human Resources,1,2,Male,57,3,2,Manager,2,Divorced,14080,23150,1,Y,Yes,16,4,3,8,1,35,0,4,23,6,2,8
2154,60,No,Human Resources,9,3,Medical,1,1,Female,48,3,1,Manager,3,Married,9050,16020,6,Y,No,24,3,3,8,2,2,6,2,30,18,13,16
2155,29,No,Sales,10,2,Medical,1,1,Male,49,2,1,Research Scientist,4,Single,17524,21998,1,Y,No,25,3,1,8,1,22,6,4,18,4,5,4
2156,43,No,Sales,25,1,Technical Degree,1,1,Female,42,1,1,Human Resources,1,Single,12316,12751,5,Y,No,20,4,2,8,3,8,3,1,1,10,11,1
2157,30,No,Human Resources,2,3,Other,1,4,Male,72,3,4,Manufacturing Director,4,Married,8299,8196,0,Y,No,17,4,1,8,0,29,5,2,1,17,14,14
2158,57,No,Sales,16,4,Other,1,2,Female,40,3,1,Reseach Director,4,Single,16504,24295,6,Y,Yes,21,4,2,8,0,18,4,1,40,6,1,7
2159,35,No,Research & Development,20,1,Medical,1,2,Male,77,2,3,Manager,3,Divorced,7525,18639,6,Y,Yes,19,4,3,8,2,37,4,1,35,17,4,7
2160,42,No,Sales,7,3,Life Sciences,1,2,Male,44,1,3,Laboratory Technician,4,Married,10350,25398,3,Y,No,16,3,1,8,3,2,4,1,36,2,3,0
2161,50,No,Human Resources,28,4,Human Resources,1,4,Female,46,3,1,Sales Representative,1,Single,12711,15017,3,Y,No,25,3,3,8,3,2,4,2,33,4,15,13
2162,64,Yes,Human Resources,2,3,Human Resources,1,1,Female,83,2,4,Reseach Director,2,Divorced,1816,5473,4,Y,Yes,24,3,3,8,0,33,6,2,38,12,4,10
2163,57,No,Research & Development,1,1,Life Sciences,1,1,Female,79,1,2,Human Resources,2,Divorced,14040,4156,1,Y,Yes,24,3,2,8,3,1,2,2,18,15,12,6
2164,60,No,Human Resources,19,1,Medical,1,1,Male,57,1,4,Laboratory Technician,3,Single,17443,8681,8,Y,Yes,20,3,3,8,1,26,1,3,37,11,8,17
2165,29,No,Research & Development,28,1,Human Resources,1,2,Male,33,3,4,Sales Executive,1,Single,12409,9539,3,Y,No,13,4,1,8,2,22,0,2,22,6,5,14
2166,61,Yes,Sales,26,2,Other,1,2,Male,51,3,2,Research Scientist,1,Divorced,17448,22460,8,Y,Yes,23,4,2,8,0,31,5,4,15,12,6,9
2167,53,No,Sales,24,3,Life Sciences,1,3,Female,68,3,2,Sales Executive,4,Married,4673,22363,2,Y,Yes,24,4,2,8,2,34,5,3,5,0,13,3
2168,65,No,Research & Development,22,2,Technical Degree,1,4,Female,63,3,2,Healthcare Representative,3,Single,1752,2431,8,Y,No,13,4,1,8,1,39,1,4,25,14,10,0
2169,21,No,Research & Development,27,1,Medical,1,4,Male,73,2,3,Research Scientist,1,Single,7039,23297,0,Y,No,14,4,3,8,0,17,1,3,21,11,7,13
2170,22,No,Human Resources,2,4,Life Sciences,1,2,Female,71,2,2,Laboratory Technician,1,Married,15670,22257,6,Y,No,20,3,3,8,3,26,1,2,23,16,14,8
2171,54,No,Sales,25,3,Human Resources,1,3,Male,69,3,2,Sales Representative,1,Married,15984,22066,3,Y,Yes,23,3,3,8,3,10,6,2,39,4,8,12
2172,25,No,Research & Development,14,2,Medical,1,1,Female,41,1,4,Healthcare Representative,2,Single,1088,7222,6,Y,Yes,24,4,3,8,1,38,2,3,20,16,13,16
2173,59,No,Sales,2,3,Other,1,2,Female,31,3,4,Manufacturing Director,2,Married,15818,26167,5,Y,Yes,25,4,3,8,0,18,1,4,29,14,4,3
2174,45,No,Research & Development,29,4,Medical,1,4,Male,57,1,1,Healthcare Representative,2,Divorced,13141,25791,3,Y,Yes,24,4,2,8,2,24,2,1,10,18,7,4
2175,48,No,Sales,15,2,Medical,1,4,Female,96,1,4,Manager,4,Divorced,3975,9825,3,Y,No,20,3,2,8,0,6,6,3,8,0,1,17
2176,26,No,Human Resources,12,1,Other,1,4,Female,39,1,2,Reseach Director,4,Divorced,16543,15202,7,Y,Yes,18,4,1,8,3,30,3,3,11,3,9,16
2177,46,Yes,Sales,16,2,Other,1,1,Female,86,2,3,Human Resources,4,Single,4737,7141,6,Y,No,20,4,3,8,0,1,3,1,25,2,8,6
2178,31,No,Sales,28,3,Medical,1,4,Female,66,1,4,Sales Executive,1,Married,5545,12410,3,Y,Yes,19,4,3,8,0,37,5,1,37,7,1,9
2179,57,No,Sales,20,3,Other,1,1,Female,93,1,4,Manufacturing Director,2,Divorced,17518,14725,5,Y,Yes,24,3,3,8,3,4,3,3,2,8,12,8
2180,58,No,Sales,29,3,Life Sciences,1,1,Male,69,2,2,Human Resources,1,Married,6822,23180,5,Y,Yes,18,4,1,8,3,13,2,1,32,11,14,12
2181,39,No,Sales,7,3,Other,1,1,Female,89,1,4,Healthcare Representative,1,Divorced,1956,17700,0,Y,No,21,3,3,8,2,17,2,1,14,4,11,17
2182,28,No,Human Resources,24,1,Other,1,2,Male,77,1,4,Sales Representative,3,Married,13574,2730,1,Y,Yes,20,4,2,8,0,35,0,2,4,8,4,11
2183,40,No,Research & Development,21,2,Medical,1,1,Female,48,3,2,Sales Executive,1,Divorced,16853,9801,3,Y,No,12,4,3,8,3,3,1,4,23,0,15,7
2184,18,No,Sales,10,1,Life Sciences,1,3,Female,62,1,4,Manufacturing Director,4,Divorced,1603,7235,5,Y,No,14,3,1,8,1,23,4,3,10,10,5,17
2185,63,No,Human Resources,14,1,Technical Degree,1,4,Male,73,1,3,Human Resources,2,Divorced,17533,3316,5,Y,No,14,3,2,8,3,12,4,3,32,6,15,4
2186,54,No,Sales,14,1,Technical Degree,1,2,Male,66,1,1,Sales Executive,2,Divorced,15026,16558,0,Y,No,22,4,2,8,2,20,1,1,22,13,3,6
2187,38,No,Sales,5,3,Human Resources,1,4,Female,65,1,4,Sales Executive,1,Divorced,5214,17371,7,Y,Yes,12,4,2,8,2,32,4,3,9,2,7,14
2188,43,No,Research & Development,18,3,Other,1,1,Female,50,1,3,Manufacturing Director,4,Divorced,8791,14194,1,Y,Yes,23,3,3,8,1,19,4,1,27,10,9,2
2189,63,Yes,Sales,24,3,Other,1,2,Male,31,2,4,Laboratory Technician,4,Divorced,3669,6337,4,Y,No,18,3,1,8,2,4,6,2,38,16,14,17
2190,53,No,Human Resources,14,2,Life Sciences,1,3,Male,60,1,1,Reseach Director,4,Divorced,17022,11833,3,Y,No,13,4,1,8,0,23,4,4,16,17,2,5
2191,40,No,Human Resources,2,4,Technical Degree,1,1,Male,59,1,2,Laboratory Technician,2,Divorced,7865,23899,4,Y,Yes,12,3,3,8,2,34,5,3,25,18,10,5
2192,18,No,Research & Development,26,3,Human Resources,1,4,Male,73,2,1,Sales Executive,4,Married,7098,25083,4,Y,Yes,17,3,1,8,1,29,2,1,24,17,12,0
2193,57,No,Sales,12,2,Life Sciences,1,3,Female,41,2,4,Research Scientist,4,Married,6327,9499,7,Y,No,25,4,2,8,2,27,2,1,35,5,4,16
2194,32,No,Human Resources,22,3,Other,1,1,Female,80,1,1,Manufacturing Director,1,Single,16414,26549,6,Y,Yes,11,4,2,8,1,6,2,3,11,14,1,10
2195,38,No,Sales,24,3,Technical Degree,1,3,Female,78,1,1,Sales Executive,3,Divorced,19945,16882,8,Y,Yes,25,4,1,8,2,34,1,3,2,6,2,1
2196,64,Yes,Sales,27,1,Human Resources,1,1,Female,53,1,2,Sales Executive,4,Married,9071,26628,0,Y,Yes,16,3,1,8,3,29,3,1,28,4,7,8
2197,26,No,Sales,4,1,Medical,1,2,Female,53,3,4,Sales Representative,1,Married,18433,17734,5,Y,No,23,4,3,8,1,33,5,2,23,4,10,5
2198,26,Yes,Research & Development,13,1,Technical Degree,1,1,Male,89,3,1,Reseach Director,1,Married,9515,11659,5,Y,No,23,4,3,8,2,38,5,2,18,6,4,6
2199,27,No,Sales,4,2,Human Resources,1,2,Male,40,1,1,Sales Representative,4,Married,12660,10951,1,Y,No,13,3,3,8,0,8,4,3,12,11,13,3
2200,43,No,Human Resources,22,4,Life Sciences,1,1,Male,42,2,2,Manufacturing Director,3,Married,16739,7860,7,Y,No,23,4,3,8,1,11,0,4,15,7,2,2
2201,58,No,Sales,14,4,Medical,1,1,Female,93,1,3,Manager,2,Married,4245,20850,5,Y,No,13,3,3,8,1,28,2,3,39,17,4,1
2202,52,No,Human Resources,16,2,Human Resources,1,4,Male,49,2,4,Laboratory Technician,3,Single,4689,22566,8,Y,Yes,25,3,3,8,2,9,6,4,26,17,8,9
2203,42,No,Sales,29,3,Human Resources,1,3,Female,57,2,3,Sales Representative,4,Married,16392,19491,4,Y,Yes,15,4,2,8,3,26,5,3,5,16,15,9
2204,43,No,Human Resources,4,2,Other,1,3,Female,31,2,3,Manufacturing Director,3,Single,12307,2427,6,Y,Yes,24,4,1,8,3,18,5,1,9,10,2,16
2205,28,No,Human Resources,24,3,Technical Degree,1,3,Female,72,1,2,Laboratory Technician,1,Single,18930,15045,5,Y,No,13,3,3,8,2,12,0,3,37,14,11,15
2206,55,No,Sales,25,2,Other,1,1,Male,37,1,2,Manufacturing Director,1,Divorced,4881,17422,4,Y,Yes,22,4,2,8,2,36,4,4,7,5,14,0
2207,19,Yes,Sales,1,2,Medical,1,1,Female,42,2,4,Manager,3,Divorced,2876,18556,5,Y,No,14,3,1,8,0,31,5,2,17,11,9,11
2208,24,No,Human Resources,13,2,Human Resources,1,1,Female,64,3,3,Reseach Director,2,Divorced,16829,4226,3,Y,No,23,3,1,8,2,14,5,3,31,6,6,9
2209,35,No,Research & Development,4,4,Other,1,2,Male,52,3,1,Reseach Director,3,Married,18554,18733,2,Y,No,23,4,1,8,1,20,3,3,16,7,7,0
2210,44,No,Sales,20,1,Technical Degree,1,2,Female,75,3,3,Manufacturing Director,4,Divorced,4929,2276,0,Y,No,25,4,3,8,2,2,0,2,1,3,15,15
2211,51,No,Research & Development,18,2,Medical,1,4,Male,44,2,2,Sales Representative,2,Married,6702,25317,0,Y,No,13,3,3,8,0,7,6,3,19,2,4,10
2212,44,No,Sales,6,4,Life Sciences,1,1,Female,31,1,1,Reseach Director,3,Married,11957,18598,5,Y,No,17,3,3,8,2,5,6,3,9,2,2,3
2213,34,No,Sales,3,1,Other,1,3,Male,90,2,1,Research Scientist,3,Divorced,9465,10148,8,Y,Yes,13,4,1,8,2,28,4,1,8,9,10,2
2214,60,Yes,Sales,23,1,Medical,1,3,Female,93,3,2,Sales Representative,2,Divorced,7340,9355,7,Y,No,24,3,1,8,1,18,4,4,38,14,5,12
2215,61,No,Sales,13,2,Life Sciences,1,4,Female,81,1,1,Human Resources,3,Single,14116,23176,1,Y,Yes,20,3,2,8,3,16,2,2,40,12,12,14
2216,41,No,Research & Development,27,3,Other,1,3,Male,65,2,3,Healthcare Representative,4,Single,10503,25134,8,Y,No,14,3,2,8,2,9,3,1,24,18,11,9
2217,42,Yes,Sales,16,3,Medical,1,4,Female,96,2,2,Manufacturing Director,2,Married,14862,15283,7,Y,Yes,12,4,2,8,0,32,4,1,24,7,2,5
2218,24,No,Human Resources,27,3,Medical,1,1,Male,98,3,4,Manufacturing Director,4,Married,10395,5606,8,Y,No,12,3,2,8,2,12,3,4,23,17,8,10
2219,23,Yes,Human Resources,23,2,Other,1,3,Female,96,2,2,Manufacturing Director,3,Divorced,18919,24109,3,Y,No,19,3,1,8,2,26,2,3,5,4,1,0
2220,41,No,Research & Development,4,3,Medical,1,1,Male,76,1,4,Manager,1,Divorced,9140,8169,8,Y,Yes,21,4,3,8,1,11,6,3,29,6,12,3
2221,50,No,Sales,21,4,Human Resources,1,2,Female,31,3,4,Manufacturing Director,2,Single,12805,19870,1,Y,No,11,3,3,8,3,1,0,3,9,4,2,9
2222,46,No,Human Resources,8,4,Other,1,3,Female,73,3,2,Reseach Director,4,Divorced,2167,4444,0,Y,No,11,3,3,8,3,9,5,3,38,18,6,14
2223,60,No,Research & Development,19,4,Medical,1,2,Female,93,1,2,Reseach Director,2,Married,18537,17808,8,Y,Yes,20,4,3,8,3,20,5,4,30,16,13,0
2224,39,No,Sales,14,4,Life Sciences,1,3,Male,57,3,4,Healthcare Representative,1,Divorced,1077,11592,7,Y,Yes,11,4,2,8,2,22,1,1,17,18,13,14
2225,43,No,Human Resources,7,1,Life Sciences,1,1,Male,83,2,4,Healthcare Representative,3,Single,4726,17084,6,Y,No,24,4,1,8,1,0,1,3,32,3,9,2
2226,45,Yes,Human Resources,26,4,Human Resources,1,4,Male,96,2,1,Sales Representative,1,Married,16227,24437,7,Y,Yes,13,4,3,8,1,32,1,3,18,6,7,0
2227,38,No,Research & Development,6,3,Other,1,1,Male,65,3,2,Reseach Director,1,Single,12209,22420,0,Y,Yes,12,4,1,8,2,25,5,2,22,5,4,5
2228,24,No,Sales,12,2,Medical,1,1,Male,92,1,2,Reseach Director,2,Single,16864,12225,8,Y,No,13,3,2,8,1,14,3,2,4,13,4,3
2229,34,No,Sales,16,3,Medical,1,1,Female,54,2,1,Manager,4,Married,10370,8497,8,Y,Yes,24,3,2,8,3,21,1,4,25,18,4,11
2230,37,No,Human Resources,17,4,Life Sciences,1,3,Female,77,1,2,Reseach Director,1,Single,16701,18966,8,Y,No,15,4,3,8,1,24,0,3,28,10,3,1
2231,58,No,Human Resources,13,1,Human Resources,1,4,Female,68,2,1,Reseach Director,3,Divorced,12535,19530,5,Y,Yes,19,3,3,8,2,0,4,3,23,6,8,16
2232,37,No,Human Resources,23,4,Life Sciences,1,2,Female,76,2,1,Research Scientist,1,Divorced,11216,19177,3,Y,No,12,4,2,8,2,25,3,3,5,2,5,5
2233,39,Yes,Sales,14,2,Life Sciences,1,1,Female,50,3,2,Research Scientist,1,Single,10240,5026,1,Y,No,22,3,2,8,0,20,5,2,38,16,12,11
2234,45,No,Research & Development,29,3,Human Resources,1,3,Male,59,3,3,Reseach Director,4,Divorced,16072,23863,3,Y,No,21,3,1,8,0,40,0,4,3,10,11,14
2235,57,No,Research & Development,7,2,Other,1,2,Female,60,1,4,Reseach Director,3,Single,5732,16439,6,Y,Yes,25,3,2,8,1,23,6,3,25,14,15,16
2236,24,Yes,Sales,22,2,Medical,1,1,Male,55,3,2,Reseach Director,2,Divorced,5222,15594,0,Y,No,24,4,1,8,1,38,5,3,14,6,12,0
2237,18,No,Research & Development,15,2,Other,1,2,Female,51,2,3,Healthcare Representative,1,Single,4475,15803,8,Y,Yes,11,4,2,8,2,15,3,4,12,14,7,13
2238,49,No,Human Resources,12,3,Technical Degree,1,1,Male,50,2,1,Sales Executive,1,Divorced,13458,15940,2,Y,No,21,4,1,8,0,31,3,3,39,16,7,1
2239,30,No,Research & Development,17,4,Technical Degree,1,2,Male,30,1,3,Research Scientist,4,Married,3756,24513,3,Y,No,16,3,2,8,0,15,3,1,21,10,4,3
2240,47,No,Research & Development,9,2,Technical Degree,1,2,Male,66,1,2,Human Resources,2,Married,13463,16518,4,Y,No,13,4,2,8,3,12,2,1,12,11,15,1
2241,40,Yes,Research & Development,22,3,Human Resources,1,4,Female,75,2,2,Sales Representative,2,Divorced,13596,6787,2,Y,Yes,23,3,1,8,3,31,4,4,38,12,11,13
2242,36,No,Human Resources,15,1,Life Sciences,1,4,Female,38,3,3,Sales Representative,4,Single,17392,18295,3,Y,No,17,3,1,8,2,40,1,1,16,10,8,17
2243,49,No,Sales,12,3,Other,1,1,Female,46,3,2,Sales Executive,3,Divorced,3212,17952,4,Y,No,16,4,3,8,2,23,2,2,35,10,1,7
2244,47,Yes,Human Resources,2,1,Medical,1,3,Female,76,1,4,Manager,2,Single,14644,16189,0,Y,Yes,21,3,3,8,2,12,4,3,38,8,13,0
2245,46,Yes,Sales,18,3,Technical Degree,1,4,Male,88,1,3,Human Resources,2,Divorced,2153,16728,8,Y,No,17,3,2,8,2,10,5,2,24,10,7,15
2246,62,No,Sales,13,4,Other,1,2,Male,83,2,1,Sales Representative,2,Divorced,13222,26747,3,Y,No,23,3,2,8,0,14,1,2,33,3,2,6
2247,46,No,Sales,27,2,Technical Degree,1,4,Male,41,2,3,Laboratory Technician,4,Married,17953,10935,8,Y,Yes,23,4,1,8,2,9,6,2,20,1,6,5
2248,47,No,Research & Development,20,4,Technical Degree,1,4,Male,93,1,3,Manufacturing Director,1,Single,2196,18892,3,Y,Yes,15,4,2,8,2,40,2,1,24,3,12,9
2249,33,No,Research & Development,23,3,Medical,1,1,Female,35,2,3,Laboratory Technician,1,Single,4142,17665,0,Y,Yes,11,4,3,8,0,2,2,3,24,13,8,5
2250,57,No,Sales,8,2,Human Resources,1,4,Male,82,1,3,Manager,2,Single,4420,7658,4,Y,No,24,3,1,8,3,15,0,3,21,4,13,9
2251,36,No,Sales,27,1,Life Sciences,1,4,Female,45,1,1,Human Resources,2,Single,2698,23649,8,Y,Yes,13,3,2,8,2,16,6,4,22,16,10,2
2252,35,No,Research & Development,14,3,Human Resources,1,2,Male,34,3,1,Sales Representative,1,Single,5416,8091,2,Y,No,13,4,1,8,3,24,6,2,24,11,4,2
2253,18,No,Human Resources,15,2,Other,1,4,Male,75,1,1,Manufacturing Director,3,Married,3432,5958,4,Y,No,17,3,3,8,0,29,2,1,13,5,14,5
2254,31,No,Sales,11,1,Human Resources,1,2,Male,43,2,3,Research Scientist,4,Divorced,18762,11029,2,Y,Yes,25,4,3,8,3,34,3,2,13,11,10,16
2255,64,No,Human Resources,1,1,Other,1,4,Female,73,3,4,Sales Representative,3,Single,7737,4094,2,Y,Yes,24,4,3,8,0,36,5,2,25,14,7,17
2256,19,No,Research & Development,21,4,Other,1,4,Female,92,3,4,Sales Representative,3,Single,1985,18715,0,Y,No,23,4,2,8,2,12,6,3,39,18,3,9
2257,45,No,Sales,3,3,Life Sciences,1,3,Male,81,2,1,Manager,3,Divorced,13810,20420,1,Y,Yes,13,4,2,8,3,23,2,4,29,9,14,5
2258,47,No,Human Resources,17,1,Medical,1,4,Male,55,2,4,Sales Representative,1,Married,11557,25037,1,Y,Yes,21,3,2,8,2,37,3,1,25,1,13,12
2259,55,No,Human Resources,28,2,Life Sciences,1,2,Male,82,2,4,Human Resources,2,Married,1127,11139,8,Y,No,15,3,2,8,1,25,4,3,37,11,0,5
2260,21,No,Human Resources,19,1,Human Resources,1,2,Female,58,1,4,Sales Executive,3,Married,2551,18017,6,Y,Yes,14,3,2,8,1,8,4,2,21,11,0,11
2261,18,No,Research & Development,14,1,Other,1,1,Female,48,3,4,Human Resources,1,Divorced,1981,24343,7,Y,Yes,14,4,2,8,3,18,6,3,38,6,5,13
2262,25,No,Research & Development,22,4,Technical Degree,1,1,Female,76,1,4,Research Scientist,4,Divorced,1924,21670,1,Y,Yes,23,3,3,8,0,27,3,2,38,0,7,16
2263,46,No,Human Resources,23,4,Technical Degree,1,3,Male,37,1,2,Sales Executive,2,Married,7630,14799,8,Y,No,17,4,3,8,3,6,0,1,33,17,15,7
2264,56,No,Human Resources,8,2,Other,1,2,Female,52,1,1,Sales Representative,4,Married,17979,26209,2,Y,Yes,11,4,2,8,0,21,0,3,24,2,9,4
2265,20,Yes,Research & Development,26,4,Life Sciences,1,2,Male,64,1,3,Sales Representative,3,Divorced,15539,24835,1,Y,Yes,17,4,3,8,1,29,4,1,35,4,1,3
2266,49,No,Human Resources,27,1,Medical,1,2,Female,82,3,4,Manufacturing Director,2,Married,8363,26063,0,Y,No,25,3,1,8,0,36,5,3,12,14,15,5
2267,27,No,Human Resources,20,1,Life Sciences,1,3,Male,87,3,2,Sales Representative,3,Single,14770,23280,8,Y,No,18,4,2,8,1,15,2,3,28,9,10,10
2268,27,No,Research & Development,3,4,Other,1,2,Male,34,1,3,Reseach Director,2,Divorced,5600,12882,7,Y,No,13,3,1,8,3,35,6,3,8,18,3,4
2269,36,No,Human Resources,5,1,Other,1,1,Female,45,2,2,Research Scientist,3,Married,19955,17393,3,Y,No,25,3,2,8,2,4,6,1,14,0,2,13
2270,63,No,Human Resources,9,1,Medical,1,3,Male,46,3,4,Healthcare Representative,4,Single,9473,17688,6,Y,Yes,13,3,2,8,2,28,4,4,30,6,12,9
2271,51,No,Human Resources,29,2,Human Resources,1,1,Male,61,1,4,Manufacturing Director,4,Divorced,13559,3445,2,Y,No,14,3,3,8,2,22,4,1,26,17,8,10
2272,50,No,Research & Development,6,4,Human Resources,1,1,Male,81,2,4,Laboratory Technician,3,Divorced,15360,12319,2,Y,No,25,3,1,8,0,5,3,3,30,1,2,2
2273,40,No,Human Resources,25,1,Medical,1,3,Female,49,2,4,Sales Executive,2,Single,5299,21356,3,Y,Yes,23,3,3,8,2,35,0,2,9,18,10,7
2274,45,Yes,Research & Development,22,4,Human Resources,1,4,Male,95,1,3,Healthcare Representative,4,Divorced,7455,17920,1,Y,No,16,3,2,8,0,32,5,2,36,9,7,4
2275,49,No,Research & Development,2,2,Technical Degree,1,4,Female,30,3,3,Sales Representative,2,Married,14441,19155,3,Y,No,24,3,1,8,2,40,3,3,6,14,13,9
2276,24,No,Sales,13,4,Human Resources,1,1,Female,87,2,2,Human Resources,2,Divorced,2531,10770,2,Y,Yes,17,4,2,8,0,15,4,4,31,9,6,7
2277,46,No,Sales,5,1,Human Resources,1,4,Male,73,3,1,Reseach Director,4,Married,1570,22096,7,Y,No,11,4,3,8,0,33,1,3,10,9,0,8
2278,25,Yes,Human Resources,28,4,Human Resources,1,2,Female,35,3,4,Sales Executive,1,Single,4549,15002,1,Y,No,25,3,2,8,1,25,2,1,27,11,7,14
2279,18,Yes,Research & Development,27,1,Technical Degree,1,3,Male,79,2,2,Sales Executive,2,Single,13337,22790,8,Y,Yes,23,3,2,8,1,36,4,2,3,7,8,0
2280,20,No,Sales,25,1,Human Resources,1,1,Female,49,1,2,Sales Executive,2,Divorced,2488,8956,2,Y,Yes,14,3,3,8,3,12,3,4,30,13,7,4
2281,41,No,Human Resources,8,1,Technical Degree,1,2,Male,43,2,2,Research Scientist,4,Single,7686,16808,3,Y,Yes,22,3,2,8,1,16,1,1,28,1,9,14
